,URLs,Year,Week
186,https://www.pro-football-reference.com/boxscores/201212020den.htm,2012,13
187,https://www.pro-football-reference.com/boxscores/201212020rai.htm,2012,13
188,https://www.pro-football-reference.com/boxscores/201212020rav.htm,2012,13
189,https://www.pro-football-reference.com/boxscores/201212020sdg.htm,2012,13
190,https://www.pro-football-reference.com/boxscores/201212020dal.htm,2012,13
191,https://www.pro-football-reference.com/boxscores/201212030was.htm,2012,13
192,https://www.pro-football-reference.com/boxscores/201212060rai.htm,2012,14
193,https://www.pro-football-reference.com/boxscores/201212090buf.htm,2012,14
194,https://www.pro-football-reference.com/boxscores/201212090cle.htm,2012,14
195,https://www.pro-football-reference.com/boxscores/201212090clt.htm,2012,14
196,https://www.pro-football-reference.com/boxscores/201212090jax.htm,2012,14
197,https://www.pro-football-reference.com/boxscores/201212090pit.htm,2012,14
198,https://www.pro-football-reference.com/boxscores/201212090cin.htm,2012,14
199,https://www.pro-football-reference.com/boxscores/201212090tam.htm,2012,14
200,https://www.pro-football-reference.com/boxscores/201212090was.htm,2012,14
201,https://www.pro-football-reference.com/boxscores/201212090car.htm,2012,14
202,https://www.pro-football-reference.com/boxscores/201212090min.htm,2012,14
203,https://www.pro-football-reference.com/boxscores/201212090sfo.htm,2012,14
204,https://www.pro-football-reference.com/boxscores/201212090nyg.htm,2012,14
205,https://www.pro-football-reference.com/boxscores/201212090sea.htm,2012,14
206,https://www.pro-football-reference.com/boxscores/201212090gnb.htm,2012,14
207,https://www.pro-football-reference.com/boxscores/201212100nwe.htm,2012,14
208,https://www.pro-football-reference.com/boxscores/201212130phi.htm,2012,15
209,https://www.pro-football-reference.com/boxscores/201212160ram.htm,2012,15
210,https://www.pro-football-reference.com/boxscores/201212160htx.htm,2012,15
211,https://www.pro-football-reference.com/boxscores/201212160rav.htm,2012,15
212,https://www.pro-football-reference.com/boxscores/201212160atl.htm,2012,15
213,https://www.pro-football-reference.com/boxscores/201212160chi.htm,2012,15
214,https://www.pro-football-reference.com/boxscores/201212160cle.htm,2012,15
215,https://www.pro-football-reference.com/boxscores/201212160mia.htm,2012,15
216,https://www.pro-football-reference.com/boxscores/201212160nor.htm,2012,15
217,https://www.pro-football-reference.com/boxscores/201212160buf.htm,2012,15
218,https://www.pro-football-reference.com/boxscores/201212160crd.htm,2012,15
219,https://www.pro-football-reference.com/boxscores/201212160sdg.htm,2012,15
220,https://www.pro-football-reference.com/boxscores/201212160dal.htm,2012,15
221,https://www.pro-football-reference.com/boxscores/201212160rai.htm,2012,15
222,https://www.pro-football-reference.com/boxscores/201212160nwe.htm,2012,15
223,https://www.pro-football-reference.com/boxscores/201212170oti.htm,2012,15
224,https://www.pro-football-reference.com/boxscores/201212220det.htm,2012,16
225,https://www.pro-football-reference.com/boxscores/201212230dal.htm,2012,16
226,https://www.pro-football-reference.com/boxscores/201212230gnb.htm,2012,16
227,https://www.pro-football-reference.com/boxscores/201212230jax.htm,2012,16
228,https://www.pro-football-reference.com/boxscores/201212230mia.htm,2012,16
229,https://www.pro-football-reference.com/boxscores/201212230pit.htm,2012,16
230,https://www.pro-football-reference.com/boxscores/201212230htx.htm,2012,16
231,https://www.pro-football-reference.com/boxscores/201212230kan.htm,2012,16
232,https://www.pro-football-reference.com/boxscores/201212230nyj.htm,2012,16
233,https://www.pro-football-reference.com/boxscores/201212230phi.htm,2012,16
234,https://www.pro-football-reference.com/boxscores/201212230tam.htm,2012,16
235,https://www.pro-football-reference.com/boxscores/201212230car.htm,2012,16
236,https://www.pro-football-reference.com/boxscores/201212230den.htm,2012,16
237,https://www.pro-football-reference.com/boxscores/201212230crd.htm,2012,16
238,https://www.pro-football-reference.com/boxscores/201212230rav.htm,2012,16
239,https://www.pro-football-reference.com/boxscores/201212230sea.htm,2012,16
240,https://www.pro-football-reference.com/boxscores/201212300atl.htm,2012,17
241,https://www.pro-football-reference.com/boxscores/201212300buf.htm,2012,17
242,https://www.pro-football-reference.com/boxscores/201212300clt.htm,2012,17
243,https://www.pro-football-reference.com/boxscores/201212300oti.htm,2012,17
